UNITID,CAMPUSID,PCINSTNM,PCADDR,PCCITY,PCSTABBR,PCZIP,PCFIPS,PCOBEREG,PCCHFNM,PCCHFTITLE,PCGENTELE,PCEIN,PCDUNS,PCOPEID,PCOPEFLAG,OLDUNITID,PCWEBADDR,PCADMINURL,PCFAIDURL,PCAPPLURL,PCNPRICURL,PCVETURL,PCATHURL,PCDISAURL,PCSECTOR,PCICLEVEL,PCCONTROL,PCHLOFFER,PCUGOFFER,PCGROFFER,PCHDEGOFR1,PCDEGGRANT,PCHBCU,PCTRIBAL,PCLOCALE,PCOPENPUBL,PCACT,PCCYACTIVE,PCPOSTSEC,PCPSEFLAG,PCPSET4FLG,PCCBSA,PCCBSATYPE,PCCSA,PCNECTA,PCCOUNTYCD,PCCOUNTYNM,PCCNGDSTCD,PCLONGITUD,PCLATITUDE,PCLEVEL1,PCLEVEL1A,PCLEVEL1B,PCLEVEL2,PCLEVEL3,PCLEVEL4,PCLEVEL5,PCLEVEL6,PCLEVEL7,PCLEVEL8,PCLEVEL17,PCLEVEL18,PCLEVEL19,PCFT_FTUG,PCALLONCAM,XPCAPPLFEE,PCAPPLFEEU,PCROOM,XPCCHG1AT0,PCCHG1AT0,XPCCHG1AF0,PCCHG1AF0,XPCCHG1AY0,PCCHG1AY0,XPCCHG1AT1,PCCHG1AT1,XPCCHG1AF1,PCCHG1AF1,XPCCHG1AY1,PCCHG1AY1,XPCCHG1AT2,PCCHG1AT2,XPCCHG1AF2,PCCHG1AF2,XPCCHG1AY2,PCCHG1AY2,XPCCHG1AT3,PCCHG1AT3,XPCCHG1AF3,PCCHG1AF3,XPCCHG1AY3,PCCHG1AY3,PCCHG1TGTD,PCCHG1FGTD,XPCCHG2AT0,PCCHG2AT0,XPCCHG2AF0,PCCHG2AF0,XPCCHG2AY0,PCCHG2AY0,XPCCHG2AT1,PCCHG2AT1,XPCCHG2AF1,PCCHG2AF1,XPCCHG2AY1,PCCHG2AY1,XPCCHG2AT2,PCCHG2AT2,XPCCHG2AF2,PCCHG2AF2,XPCCHG2AY2,PCCHG2AY2,XPCCHG2AT3,PCCHG2AT3,XPCCHG2AF3,PCCHG2AF3,XPCCHG2AY3,PCCHG2AY3,PCCHG2TGTD,PCCHG2FGTD,XPCCHG3AT0,PCCHG3AT0,XPCCHG3AF0,PCCHG3AF0,XPCCHG3AY0,PCCHG3AY0,XPCCHG3AT1,PCCHG3AT1,XPCCHG3AF1,PCCHG3AF1,XPCCHG3AY1,PCCHG3AY1,XPCCHG3AT2,PCCHG3AT2,XPCCHG3AF2,PCCHG3AF2,XPCCHG3AY2,PCCHG3AY2,XPCCHG3AT3,PCCHG3AT3,XPCCHG3AF3,PCCHG3AF3,XPCCHG3AY3,PCCHG3AY3,PCCHG3TGTD,PCCHG3FGTD,XPCCHG4AY0,PCCHG4AY0,XPCCHG4AY1,PCCHG4AY1,XPCCHG4AY2,PCCHG4AY2,XPCCHG4AY3,PCCHG4AY3,XPCCHG5AY0,PCCHG5AY0,XPCCHG5AY1,PCCHG5AY1,XPCCHG5AY2,PCCHG5AY2,XPCCHG5AY3,PCCHG5AY3,XPCCHG6AY0,PCCHG6AY0,XPCCHG6AY1,PCCHG6AY1,XPCCHG6AY2,PCCHG6AY2,XPCCHG6AY3,PCCHG6AY3,XPCCHG7AY0,PCCHG7AY0,XPCCHG7AY1,PCCHG7AY1,XPCCHG7AY2,PCCHG7AY2,XPCCHG7AY3,PCCHG7AY3,XPCCHG8AY0,PCCHG8AY0,XPCCHG8AY1,PCCHG8AY1,XPCCHG8AY2,PCCHG8AY2,XPCCHG8AY3,PCCHG8AY3,XPCCHG9AY0,PCCHG9AY0,XPCCHG9AY1,PCCHG9AY1,XPCCHG9AY2,PCCHG9AY2,XPCCHG9AY3,PCCHG9AY3,PCCIPCODE1,XPCCIPLGT1,PCCIPLGTH1,PCPRGMSR1,XPCMTHCMP1,PCMTHCMP1,XPCWKCMP1,PCWKCMP1,XPCLNAYHR1,PCLNAYHR1,XPCLNAYWK1,PCLNAYWK1,XPCCHG1PY0,PCCHG1PY0,XPCCHG1PY1,PCCHG1PY1,XPCCHG1PY2,PCCHG1PY2,XPCCHG1PY3,PCCHG1PY3,XPCCHG4PY0,PCCHG4PY0,XPCCHG4PY1,PCCHG4PY1,XPCCHG4PY2,PCCHG4PY2,XPCCHG4PY3,PCCHG4PY3,XPCCHG5PY0,PCCHG5PY0,XPCCHG5PY1,PCCHG5PY1,XPCCHG5PY2,PCCHG5PY2,XPCCHG5PY3,PCCHG5PY3,XPCCHG6PY0,PCCHG6PY0,XPCCHG6PY1,PCCHG6PY1,XPCCHG6PY2,PCCHG6PY2,XPCCHG6PY3,PCCHG6PY3,XPCCHG7PY0,PCCHG7PY0,XPCCHG7PY1,PCCHG7PY1,XPCCHG7PY2,PCCHG7PY2,XPCCHG7PY3,PCCHG7PY3,XPCCHG8PY0,PCCHG8PY0,XPCCHG8PY1,PCCHG8PY1,XPCCHG8PY2,PCCHG8PY2,XPCCHG8PY3,PCCHG8PY3,XPCCHG9PY0,PCCHG9PY0,XPCCHG9PY1,PCCHG9PY1,XPCCHG9PY2,PCCHG9PY2,XPCCHG9PY3,PCCHG9PY3
447847,1,Aviator College of Aeronautical Science & Technolo,606 Dyer Boulevard,Kissimmee,FL,34741-4620,12,5,Chris Speer,Director,7724664822,751978920,171658305,3986301,1,494348,www.aviatoramt.com/, , , , ,https://www.aviator.edu/veterans-benefits, ,https://www.aviator.edu/copy-of-student-services?fbclid=IwAR1_WC75j9s0oDo77wBmroAT6tixMzNBYE-x3mHyb2fTZ2N0xNjfH4UHvRw,9,3,3,2,1,2,0,2,2,2,13,1,A ,1,1,1,1,36740,1,422,-2,12097,Osceola County,1209,-81.437449,28.294988,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,R,50,2,A,.,A,.,A,.,R,15250,R,0,R,15250,R,15250,R,0,R,15250,R,15246,R,0,R,15246,.,.,A,.,A,.,A,.,R,15250,R,0,R,15250,R,15250,R,0,R,15250,R,15246,R,0,R,15246,.,.,A,.,A,.,A,.,R,15250,R,0,R,15250,R,15250,R,0,R,15250,R,15246,R,0,R,15246,.,.,A,.,R,1250,R,1250,R,1254,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,9656,R,9080,R,10384,A,.,R,2464,R,2216,R,2816,A,.,R,2584,R,2464,R,2872,-2,A,.,-2,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.
448673,1,Rasmussen University-Aurora,"2363 Sequoia Drive, Suite 131",Aurora,IL,60506-6219,17,3,Ann Leja,Interim President,6308883500,200390754,826790029,869403,1,451732,https://www.rasmussen.edu/,https://www.rasmussen.edu/,https://www.rasmussen.edu/,https://www.rasmussen.edu/,https://npc.collegeboard.org/app/rasmussen,https://www.rasmussen.edu/tuition/military-benefits/, ,https://www.rasmussen.edu/student-life/disability-services/,3,1,3,7,1,1,20,1,2,2,21,1,A ,1,1,1,1,16980,1,176,-2,17089,Kane County,1711,-88.371298,41.792914,1,0,1,1,1,0,1,0,1,0,0,0,0,1,2,R,0,2,R,9360,R,1575,R,10935,R,9360,R,1575,R,10935,R,10583,R,1728,R,12311,R,10064,R,1679,R,11743,.,.,R,9360,R,1575,R,10935,R,9360,R,1575,R,10935,R,10583,R,1728,R,12311,R,10064,R,1679,R,11743,.,.,R,9360,R,1575,R,10935,R,9360,R,1575,R,10935,R,10583,R,1728,R,12311,R,10064,R,1679,R,11743,.,.,R,180,R,180,R,70,R,49,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,8226,R,8433,R,8613,R,8721,R,4878,R,4941,R,4914,R,4878,R,4878,R,4941,R,4914,R,4878,-2,A,.,-2,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.
448673,2,Rasmussen University–Romeoville/Joliet,1400 West Normantown Road,Romeoville,IL,60446-6219,17,3,Ann Leja,Interim President,8153062600,200390754,828429261,869404,1,456603,https://www.rasmussen.edu/,https://www.rasmussen.edu/,https://www.rasmussen.edu/,https://www.rasmussen.edu/,https://npc.collegeboard.org/app/rasmussen,www.rasmussen.edu/tuition/military-benefits/, ,https://www.rasmussen.edu/student-life/disability-services/,3,1,3,7,1,1,20,1,2,2,21,1,A ,1,1,1,1,16980,1,176,-2,17197,Will County,1711,-88.12895,41.653106,1,0,1,1,1,0,1,0,1,0,0,0,0,1,2,R,0,2,R,9360,R,1575,R,10935,R,9360,R,1575,R,10935,R,10583,R,1728,R,12311,R,10064,R,1679,R,11743,.,.,R,9360,R,1575,R,10935,R,9360,R,1575,R,10935,R,10583,R,1728,R,12311,R,10064,R,1679,R,11743,.,.,R,9360,R,1575,R,10935,R,9360,R,1575,R,10935,R,10583,R,1728,R,12311,R,10064,R,1679,R,11743,.,.,R,180,R,180,R,70,R,49,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,8226,R,8433,R,8613,R,8721,R,4878,R,4941,R,4914,R,4878,R,4878,R,4941,R,4914,R,4878,-2,A,.,-2,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.
448673,3,Rasmussen University-Mokena/Tinley Park,8650 West Spring Lake Road,Mokena,IL,60448-6219,17,3,Ann Leja,Interim President,8155343300,200390754,961982068,869418,1,460303,https://www.rasmussen.edu/,https://www.rasmussen.edu/,https://www.rasmussen.edu/,https://www.rasmussen.edu/,https://npc.collegeboard.org/app/rasmussen,www.rasmussen.edu/tuition/military-benefits/, ,https://www.rasmussen.edu/student-life/disability-services/,3,1,3,7,1,1,20,1,2,2,21,1,A ,1,1,1,1,16980,1,176,-2,17197,Will County,1701,-87.827293,41.550865,1,0,1,1,1,0,1,0,1,0,0,0,0,1,2,R,0,2,R,9360,R,1575,R,10935,R,9360,R,1575,R,10935,R,10583,R,1728,R,12311,R,10064,R,1679,R,11743,.,.,R,9360,R,1575,R,10935,R,9360,R,1575,R,10935,R,10583,R,1728,R,12311,R,10064,R,1679,R,11743,.,.,R,9360,R,1575,R,10935,R,9360,R,1575,R,10935,R,10583,R,1728,R,12311,R,10064,R,1679,R,11743,.,.,R,180,R,180,R,70,R,49,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,8226,R,8433,R,8613,R,8721,R,4878,R,4941,R,4914,R,4878,R,4878,R,4941,R,4914,R,4878,-2,A,.,-2,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.
449038,3,Strayer University-Orlando East Campus,2200 North Alafaya Trail Ste 500,Orlando,FL,32826,12,5,Andrea Backman,President,8774457180,520500740,69390466,145958,1,453251,www.strayer.edu/campus-locations/florida/orlando,https://www.strayer.edu/admissions/how-to-apply,https://www.strayer.edu/tuition-and-financial-aid/financial-aid,https://application.strayer.edu/,https://strayer.aidcalc.cloud/netprice.htm,https://www.strayer.edu/admissions/military-assistance, ,www.strayer.edu/student-consumer-information/disability-services,3,1,3,7,1,1,20,1,2,2,21,1,A ,1,1,1,1,36740,1,422,-2,12095,Orange County,1207,-81.208306,28.57391,0,0,0,1,1,0,1,1,1,0,0,0,0,1,2,R,0,2,R,13185,R,195,R,13380,R,13320,R,195,R,13515,R,13320,R,195,R,13515,R,13320,R,195,R,13515,.,.,R,13185,R,195,R,13380,R,13320,R,195,R,13515,R,13320,R,195,R,13515,R,13320,R,195,R,13515,.,.,R,13185,R,195,R,13380,R,13320,R,195,R,13515,R,13320,R,195,R,13515,R,13320,R,195,R,13515,.,.,R,1350,R,1350,R,1350,R,1350,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,10917,R,10917,R,8976,R,8220,R,2502,R,2502,R,1200,R,900,R,2502,R,2502,R,1200,R,900,-2,A,.,-2,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.
449038,4,Strayer University-Sand Lake Campus,"8541 South Park Circle, Building 900",Orlando,FL,32819,12,5,Andrea Backman,President,8774557180,520500740,69390466,145966,1,453279,www.strayer.edu/campus-locations,https://www.strayer.edu/admissions/how-to-apply,https://www.strayer.edu/tuition-and-financial-aid/financial-aid,https://application.strayer.edu/,https://strayer.aidcalc.cloud/netprice.htm,https://www.strayer.edu/admissions/military-assistance, ,www.strayer.edu/student-consumer-information/disability-services,3,1,3,7,1,1,20,1,2,2,21,1,A ,1,1,1,1,36740,1,422,-2,12095,Orange County,1210,-81.425159,28.438524,0,0,0,1,1,0,1,1,1,0,0,0,0,1,2,R,0,2,R,13185,R,195,R,13380,R,13320,R,195,R,13515,R,13320,R,195,R,13515,R,13320,R,195,R,13515,.,.,R,13185,R,195,R,13380,R,13320,R,195,R,13515,R,13320,R,195,R,13515,R,13320,R,195,R,13515,.,.,R,13185,R,195,R,13380,R,13320,R,195,R,13515,R,13320,R,195,R,13515,R,13320,R,195,R,13515,.,.,R,1350,R,1350,R,1350,R,1350,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,10917,R,10917,R,8976,R,8220,R,2502,R,2502,R,1200,R,900,R,2502,R,2502,R,1200,R,900,-2,A,.,-2,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.
449038,5,Strayer University-Baymeadows Campus,8375 Dix Ellis Trail Ste 200,Jacksonville,FL,32256,12,5,Andrea Backman,President,8774557180,520500740,69390466,145967,1,453233,www.strayer.edu/campus-locations/florida/baymeadows,https://www.strayer.edu/admissions/how-to-apply,https://www.strayer.edu/tuition-and-financial-aid/financial-aid,https://application.strayer.edu/,https://strayer.aidcalc.cloud/netprice.htm,https://www.strayer.edu/admissions/military-assistance, ,www.strayer.edu/student-consumer-information/disability-services,3,1,3,7,1,1,20,1,2,2,11,1,A ,1,1,1,1,27260,1,300,-2,12031,Duval County,1204,-81.569511,30.21619,0,0,0,1,1,0,1,1,1,0,0,0,0,1,2,R,0,2,R,13185,R,195,R,13380,R,13320,R,195,R,13515,R,13320,R,195,R,13515,R,13320,R,195,R,13515,.,.,R,13185,R,195,R,13380,R,13320,R,195,R,13515,R,13320,R,195,R,13515,R,13320,R,195,R,13515,.,.,R,13185,R,195,R,13380,R,13320,R,195,R,13515,R,13320,R,195,R,13515,R,13320,R,195,R,13515,.,.,R,1350,R,1350,R,1350,R,1350,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,10917,R,10917,R,8976,R,8220,R,2502,R,2502,R,1200,R,900,R,2502,R,2502,R,1200,R,900,-2,A,.,-2,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.
449038,9,Strayer University-Miramar Campus,14479 Miramar Parkway,Miramar,FL,33027,12,5,Andrea Backman,President,8774557180,520500740,69390466,145982,1,456700,www.strayer.edu/campus-locations/florida/miramar,https://www.strayer.edu/admissions/how-to-apply,https://www.strayer.edu/tuition-and-financial-aid/financial-aid,https://application.strayer.edu/,https://strayer.aidcalc.cloud/netprice.htm,https://www.strayer.edu/admissions/military-assistance, ,www.strayer.edu/student-consumer-information/disability-services,3,1,3,7,1,1,20,1,2,2,21,1,A ,1,1,1,1,33100,1,370,-2,12011,Broward County,1220,-80.339132,25.980701,0,0,0,1,1,0,1,1,1,0,0,0,0,1,2,R,0,2,R,13185,R,195,R,13380,R,13320,R,195,R,13515,R,13320,R,195,R,13515,R,13320,R,195,R,13515,.,.,R,13185,R,195,R,13380,R,13320,R,195,R,13515,R,13320,R,195,R,13515,R,13320,R,195,R,13515,.,.,R,13185,R,195,R,13380,R,13320,R,195,R,13515,R,13320,R,195,R,13515,R,13320,R,195,R,13515,.,.,R,1350,R,1350,R,1350,R,1350,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,10917,R,10917,R,8976,R,8220,R,2502,R,2502,R,1200,R,900,R,2502,R,2502,R,1200,R,900,-2,A,.,-2,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.
449463,1,Academy Di Capelli -,1010 Main St,East Hartford,CT,06108-3839,9,1,Christine Papale,CEO,8604610697,61646253,129905621,4104301,1,491172, , , , , , , , ,9,3,3,2,1,2,0,2,2,2,13,1,A ,1,1,1,1,25540,1,278,73450,9003,Hartford County,901,-72.642272,41.771241,0,0,0,1,0,0,-2,-2,-2,-2,-2,-2,-2,1,2,R,100,2,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,.,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,.,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,.,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,12.0401,R,1500,1,R,12,R,48,R,900,R,29,R,18930,R,18930,R,18930,R,18930,R,1995,R,1995,R,1995,R,3305,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,10800,R,10800,R,10800,R,10800,R,3600,R,3000,R,3000,R,3000,R,2400,R,2400,R,2400,R,2400
449700,1,Dayton School of Medical Massage-Lima,3325 Shawnee Rd.,Lima,OH,45806,39,3,Bill Tahy,President,4199982984,311450789,176344349,4117301,1,452762,www.massageschools.com/,www.massageschools.com/,www.massageschools.com/, ,www.massageschools.com/, , , ,9,3,3,2,1,2,0,2,2,2,23,1,A ,1,1,1,1,30620,1,338,-2,39003,Allen County,3904,-84.1493,40.691982,0,0,0,1,0,0,-2,-2,-2,-2,-2,-2,-2,1,2,R,0,2,R,16995,R,125,R,17120,R,16995,R,125,R,17120,R,17545,R,125,R,17670,R,17545,R,125,R,17670,.,.,R,16995,R,125,R,17120,R,16995,R,125,R,17120,R,17545,R,125,R,17670,R,17545,R,125,R,17670,.,.,R,16995,R,125,R,17120,R,16995,R,125,R,17120,R,17545,R,125,R,17670,R,17545,R,125,R,17670,.,.,R,500,R,500,R,600,R,600,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,7172,R,9180,R,9312,R,9312,R,8140,R,10356,R,9516,R,9516,R,5973,R,6204,R,6684,R,6684,-2,A,.,-2,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.
449700,2,Cincinnati School of Medical Massage,11250 Cornell Park Dr Ste 203,Cincinnati,OH,45242,39,3,Bill Tahy,President,5134696300,311450789,176344349,4117302,1,452443,www.massageschools.com/,www.massageschools.com/,www.massageschools.com/, ,www.massageschools.com/, , , ,9,3,3,2,1,2,0,2,2,2,21,1,A ,1,1,1,1,17140,1,178,-2,39061,Hamilton County,3902,-84.3686,39.271222,0,0,0,1,0,0,-2,-2,-2,-2,-2,-2,-2,1,2,R,0,2,R,16995,R,125,R,17120,R,16995,R,125,R,17120,R,17545,R,125,R,17670,R,17545,R,125,R,17670,.,.,R,16995,R,125,R,17120,R,16995,R,125,R,17120,R,17545,R,125,R,17670,R,17545,R,125,R,17670,.,.,R,16995,R,125,R,17120,R,16995,R,125,R,17120,R,17545,R,125,R,17670,R,17545,R,125,R,17670,.,.,R,500,R,500,R,600,R,600,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,8476,R,9180,R,9312,R,9312,R,9620,R,10356,R,9516,R,9516,R,7059,R,6204,R,6684,R,6684,-2,A,.,-2,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.
449700,3,Cleveland Institute of Medical Massage,18334D East Bagley Rd,Middleburg Heights,OH,44130,39,3,Bill Tahy,President,4402438650,311450789,176344349,4117303,1,452498,www.massageschools.com/,www.massageschools.com/,www.massageschools.com/, ,www.massageschools.com/, , , ,9,3,3,2,1,2,0,2,2,2,21,1,A ,1,1,1,1,17460,1,184,-2,39035,Cuyahoga County,3916,-81.829747,41.373755,0,0,0,1,0,0,-2,-2,-2,-2,-2,-2,-2,1,2,R,0,2,R,16995,R,125,R,17120,R,16995,R,125,R,17120,R,17545,R,125,R,17670,R,17545,R,125,R,17670,.,.,R,16995,R,125,R,17120,R,16995,R,125,R,17120,R,17545,R,125,R,17670,R,17545,R,125,R,17670,.,.,R,16995,R,125,R,17120,R,16995,R,125,R,17120,R,17545,R,125,R,17670,R,17545,R,125,R,17670,.,.,R,500,R,500,R,600,R,600,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,8476,R,9180,R,9312,R,9312,R,9620,R,10356,R,9516,R,9516,R,7059,R,6204,R,6684,R,6684,-2,A,.,-2,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.
449700,4,Columbus School of Medical Massage,4936 Blazer Parkway,Dublin,OH,43017-3305,39,3,Bill Tahy,President,6147605500,311450789,176344349,4117304,1,494773,https://www.massageschools.com/,https://www.massageschools.com/,https://www.massageschools.com/, , ,https://www.massageschools.com/, ,https://www.massageschools.com/,9,3,3,2,1,2,0,2,2,2,21,1,A ,1,1,1,1,18140,1,198,-2,39049,Franklin County,3912,-83.125427,40.089637,0,0,0,1,0,0,-2,-2,-2,-2,-2,-2,-2,1,2,R,0,2,A,.,A,.,A,.,R,16995,R,125,R,17120,R,17545,R,125,R,17670,R,17545,R,125,R,17670,.,.,A,.,A,.,A,.,R,16995,R,125,R,17120,R,17545,R,125,R,17670,R,17545,R,125,R,17670,.,.,A,.,A,.,A,.,R,16995,R,125,R,17120,R,17545,R,125,R,17670,R,17545,R,125,R,17670,.,.,A,.,R,500,R,600,R,600,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,9180,R,9312,R,9312,A,.,R,10356,R,9516,R,9516,A,.,R,6204,R,6684,R,6684,-2,A,.,-2,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.
449773,2,CCI Training Center,10830 North Central Rxpressway suite 410,Dallas,TX,75231,48,6,Martin Zandi,President,8172261900,752389575,804444958,4089401,1,483267,ccitraining.edu/,www.ccitraining.edu/admissions/,www.ccitraining.edu/admissions/financial-aid/, ,www.ccitraining.edu/admissions/financial-aid/, , ,www.ccitraining.edu/,9,3,3,1,1,2,0,2,2,2,11,1,A ,1,1,1,1,19100,1,206,-2,48113,Dallas County,4832,-96.768169,32.896249,1,0,1,0,0,0,-2,-2,-2,-2,-2,-2,-2,1,2,R,0,2,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,.,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,.,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,.,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,11.1003,R,21,2,R,7,R,28,R,24,R,30,R,11970,R,13070,R,13070,R,13070,R,2167,R,1270,R,1270,R,1270,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,4235,R,4620,R,4620,R,4732,R,2814,R,2842,R,2842,R,2863,R,2835,R,2842,R,2842,R,2863
450377,1,Strayer University-Huntsville Campus,4955 Corporate Drive NW Suite 200,Huntsville,AL,35805,1,5,Andrea Backman,President,8774557180,520500740,69390466,145973,1,474818,www.strayer.edu/campus-locations/alabama/huntsville,https://www.strayer.edu/admissions/how-to-apply,https://www.strayer.edu/tuition-and-financial-aid/financial-aid,https://application.strayer.edu/,https://strayer.aidcalc.cloud/netprice.htm,https://www.strayer.edu/admissions/military-assistance, ,www.strayer.edu/student-consumer-information/disability-services,3,1,3,7,1,1,20,1,2,2,12,1,A ,1,1,1,1,26620,1,290,-2,1089,Madison County,105,-86.656041,34.73206,0,0,0,1,1,0,1,1,1,0,0,0,0,1,2,R,0,2,R,13185,R,195,R,13380,R,13320,R,195,R,13515,R,13320,R,195,R,13515,R,13320,R,195,R,13515,.,.,R,13185,R,195,R,13380,R,13320,R,195,R,13515,R,13320,R,195,R,13515,R,13320,R,195,R,13515,.,.,R,13185,R,195,R,13380,R,13320,R,195,R,13515,R,13320,R,195,R,13515,R,13320,R,195,R,13515,.,.,R,1350,R,1350,R,1350,R,1350,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,10917,R,10917,R,8976,R,8220,R,2502,R,2502,R,1200,R,900,R,2502,R,2502,R,1200,R,900,-2,A,.,-2,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.
