UNITID-PK,AWLEVELC-PK,XCSTOTLT,CSTOTLT,XCSTOTLM,CSTOTLM,XCSTOTLW,CSTOTLW,XCSAIANT,CSAIANT,XCSASIAT,CSASIAT,XCSBKAAT,CSBKAAT,XCSHISPT,CSHISPT,XCSNHPIT,CSNHPIT,XCSWHITT,CSWHITT,XCS2MORT,CS2MORT,XCSUNKNT,CSUNKNT,XCSNRALT,CSNRALT,XCSUND18,CSUND18,XCS18_24,CS18_24,XCS25_39,CS25_39,XCSABV40,CSABV40,XCSUNKN,CSUNKN  
100654,5,R,562,R,191,R,371,R,1,R,0,R,507,R,6,R,1,R,12,R,8,R,19,R,8,R,0,R,367,R,185,R,8,R,2
100654,7,R,251,R,71,R,180,R,1,R,1,R,168,R,0,R,0,R,12,R,3,R,58,R,8,R,0,R,13,R,203,R,31,R,4
100654,9,R,7,R,2,R,5,R,0,R,0,R,3,R,0,R,0,R,0,R,0,R,0,R,4,R,0,R,0,R,7,R,0,R,0
100654,10,R,1,R,0,R,1,R,0,R,0,R,1,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,1,R,0,R,0
100663,2,R,71,R,34,R,37,R,1,R,3,R,10,R,1,R,0,R,52,R,2,R,0,R,2,R,0,R,39,R,21,R,11,R,0
100663,5,R,2870,R,1047,R,1823,R,7,R,194,R,688,R,131,R,0,R,1630,R,131,R,13,R,76,R,0,R,2074,R,666,R,130,R,0
100663,7,R,2419,R,792,R,1627,R,7,R,108,R,376,R,60,R,0,R,1517,R,45,R,69,R,237,R,0,R,412,R,1640,R,367,R,0
100663,9,R,609,R,251,R,358,R,1,R,76,R,64,R,22,R,0,R,379,R,27,R,14,R,26,R,0,R,6,R,535,R,68,R,0
100663,10,R,228,R,34,R,194,R,0,R,12,R,48,R,6,R,0,R,134,R,6,R,3,R,19,R,0,R,12,R,141,R,75,R,0
100690,3,R,47,R,9,R,38,R,1,Z,0,R,36,R,1,Z,0,R,8,Z,0,R,1,Z,0,Z,0,R,2,R,30,R,15,Z,0
100690,5,R,51,R,20,R,31,Z,0,Z,0,R,25,Z,0,Z,0,R,24,Z,0,R,2,Z,0,Z,0,R,7,R,23,R,21,Z,0
100690,7,R,107,R,46,R,61,Z,0,R,1,R,54,R,3,Z,0,R,47,Z,0,R,2,Z,0,Z,0,R,3,R,48,R,56,Z,0
100690,9,R,12,R,8,R,4,Z,0,Z,0,R,4,Z,0,Z,0,R,7,Z,0,R,1,Z,0,Z,0,Z,0,R,2,R,10,Z,0
100706,5,R,1604,R,883,R,721,R,20,R,66,R,135,R,75,R,1,R,1224,R,32,R,20,R,31,R,0,R,1183,R,357,R,64,R,0
100706,7,R,516,R,224,R,292,R,3,R,22,R,34,R,9,R,1,R,369,R,4,R,33,R,41,R,0,R,91,R,338,R,87,R,0
100706,9,R,77,R,33,R,44,R,1,R,5,R,8,R,2,R,0,R,33,R,1,R,5,R,22,R,0,R,0,R,47,R,30,R,0
100706,10,R,42,R,17,R,25,R,0,R,2,R,6,R,1,R,0,R,23,R,1,R,6,R,3,R,0,R,12,R,15,R,15,R,0
100706,12,R,13,R,5,R,8,R,0,R,1,R,1,R,1,R,0,R,10,R,0,R,0,R,0,R,0,R,12,R,1,R,0,R,0
100724,5,R,509,R,171,R,338,R,0,R,4,R,458,R,7,R,1,R,14,R,6,R,10,R,9,R,1,R,375,R,119,R,14,Z,0
100724,7,R,105,R,28,R,77,R,0,R,0,R,76,R,2,R,0,R,24,R,2,R,1,R,0,R,0,R,15,R,72,R,18,R,0
100724,9,R,38,R,17,R,21,R,0,R,1,R,18,R,1,R,0,R,16,R,1,R,0,R,1,R,0,R,0,R,30,R,8,R,0
100751,5,R,7278,R,3032,R,4246,R,21,R,78,R,622,R,364,R,8,R,5746,R,252,R,34,R,153,R,0,R,6420,R,685,R,173,R,0
100751,7,R,1840,R,684,R,1156,R,4,R,25,R,190,R,71,R,1,R,1404,R,54,R,18,R,73,R,0,R,925,R,712,R,202,R,1
100751,9,R,364,R,175,R,189,R,1,R,6,R,41,R,15,R,0,R,222,R,8,R,8,R,63,R,0,R,33,R,272,R,59,R,0
100751,10,R,26,R,5,R,21,R,0,R,0,R,8,R,1,R,0,R,16,R,1,R,0,R,0,R,0,R,0,R,17,R,9,R,0
100760,2,R,70,R,13,R,57,R,0,R,0,R,4,R,2,R,0,R,63,R,0,R,0,R,1,R,0,R,35,R,31,R,4,R,0
100760,3,R,188,R,76,R,112,R,1,R,1,R,38,R,5,R,0,R,137,R,4,R,1,R,1,R,0,R,118,R,59,R,11,R,0
100760,12,R,56,R,24,R,32,R,0,R,0,R,9,R,2,R,0,R,44,R,0,R,0,R,1,R,0,R,38,R,14,R,4,R,0
100812,5,R,719,R,225,R,494,R,8,R,9,R,89,R,23,R,2,R,562,R,10,R,16,Z,0,Z,0,R,266,R,326,R,127,Z,0
100812,7,R,78,R,32,R,46,Z,0,Z,0,R,22,Z,0,Z,0,R,50,R,6,Z,0,Z,0,Z,0,R,3,R,36,R,39,Z,0
100812,12,R,29,R,8,R,21,Z,0,Z,0,R,8,R,1,Z,0,R,19,Z,0,R,1,Z,0,Z,0,R,3,R,14,R,12,Z,0
100830,5,R,718,R,235,R,483,R,4,R,11,R,241,R,7,R,0,R,377,R,24,R,11,R,43,R,0,R,456,R,224,R,38,R,0
100830,7,R,277,R,108,R,169,R,0,R,4,R,84,R,7,R,0,R,109,R,4,R,6,R,63,R,0,R,71,R,165,R,41,R,0
100830,9,R,3,R,0,R,3,R,0,R,0,R,1,R,0,R,0,R,2,R,0,R,0,R,0,R,0,R,0,R,0,R,3,R,0
100830,10,R,56,R,17,R,39,R,0,R,0,R,26,R,0,R,0,R,18,R,1,R,10,R,1,R,0,R,0,R,33,R,23,R,0
100830,12,R,7,R,1,R,6,R,0,R,0,R,2,R,0,R,0,R,5,R,0,R,0,R,0,R,0,R,5,R,0,R,2,R,0
100858,5,R,5641,R,2816,R,2825,R,13,R,118,R,260,R,192,R,3,R,4517,R,122,R,13,R,403,Z,0,R,5106,R,509,R,26,Z,0
100858,7,R,1259,R,613,R,646,R,6,R,36,R,86,R,53,R,1,R,811,R,23,R,7,R,236,Z,0,R,392,R,720,R,147,Z,0
100858,9,R,531,R,200,R,331,Z,0,R,15,R,40,R,16,Z,0,R,358,R,3,R,1,R,98,Z,0,R,25,R,465,R,41,Z,0
100858,10,R,353,R,186,R,167,R,1,R,8,R,34,R,13,R,1,R,247,R,8,R,3,R,38,Z,0,R,39,R,223,R,91,Z,0
100858,12,R,4,R,1,R,3,Z,0,Z,0,R,1,Z,0,Z,0,R,3,Z,0,Z,0,Z,0,Z,0,R,1,R,3,Z,0,Z,0
100937,5,R,261,R,113,R,148,Z,0,R,3,R,17,R,7,Z,0,R,230,Z,0,R,1,R,3,R,0,R,253,R,7,R,1,R,0
101028,2,R,70,R,12,R,58,R,0,R,3,R,22,R,4,R,0,R,38,R,2,R,1,R,0,R,0,R,16,R,48,R,6,R,0
101028,3,R,232,R,63,R,169,R,1,R,3,R,94,R,12,R,0,R,110,R,10,R,2,R,0,R,0,R,116,R,92,R,24,R,0
101028,12,R,308,R,107,R,201,R,2,R,2,R,116,R,25,R,0,R,149,R,12,R,2,R,0,R,3,R,213,R,68,R,24,R,0
101116,3,R,39,R,10,R,29,Z,0,R,1,R,10,Z,0,Z,0,R,28,Z,0,Z,0,Z,0,R,0,R,9,R,28,R,2,R,0
101116,5,R,42,R,6,R,36,Z,0,R,1,R,28,Z,0,Z,0,R,12,Z,0,R,1,Z,0,R,0,R,7,R,28,R,7,R,0
101116,7,R,25,R,7,R,18,Z,0,Z,0,R,22,Z,0,Z,0,R,3,Z,0,Z,0,Z,0,R,0,R,1,R,14,R,10,R,0
101116,9,R,1,Z,0,R,1,Z,0,Z,0,R,1,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,1,Z,0
101143,2,R,3,R,0,R,3,Z,0,Z,0,Z,0,Z,0,Z,0,R,2,R,1,Z,0,Z,0,Z,0,Z,0,R,1,R,2,Z,0
101143,3,R,196,R,83,R,113,R,1,R,0,R,31,R,12,R,0,R,140,R,8,R,4,R,0,R,2,R,116,R,59,R,19,R,0
101143,12,R,8,R,3,R,5,R,0,R,0,R,0,R,1,R,0,R,7,R,0,R,0,R,0,R,0,R,5,R,3,R,0,R,0
101161,2,R,245,R,83,R,162,R,4,R,11,R,35,R,9,R,0,R,176,R,9,R,1,R,0,R,0,R,121,R,107,R,17,R,0
101161,3,R,827,R,264,R,563,R,26,R,5,R,154,R,23,R,1,R,594,R,21,R,3,R,0,R,0,R,533,R,236,R,58,R,0
101161,11,R,8,R,1,R,7,Z,0,R,1,Z,0,Z,0,Z,0,R,5,Z,0,R,2,Z,0,R,8,Z,0,Z,0,Z,0,Z,0
101161,12,R,295,R,228,R,67,R,6,R,1,R,43,R,12,R,0,R,212,R,18,R,3,R,0,R,16,R,206,R,53,R,20,R,0
101189,3,R,13,R,0,R,13,Z,0,Z,0,R,10,R,1,Z,0,R,2,Z,0,R,0,Z,0,R,0,R,1,R,8,R,4,Z,0
101189,5,R,378,R,147,R,231,R,2,R,1,R,140,R,9,R,2,R,196,R,6,R,11,R,11,R,0,R,126,R,137,R,115,R,0
101189,7,R,433,R,134,R,299,R,2,R,1,R,219,R,10,R,1,R,186,R,5,R,9,R,0,R,0,R,42,R,222,R,169,R,0
101189,9,R,54,R,27,R,27,R,1,R,1,R,10,R,4,R,0,R,38,R,0,R,0,R,0,R,0,R,6,R,43,R,5,R,0
101240,2,R,180,R,88,R,92,R,0,R,0,R,12,R,7,R,0,R,148,R,8,R,4,R,1,R,0,R,92,R,70,R,18,R,0
101240,3,R,633,R,204,R,429,R,3,R,4,R,87,R,28,R,0,R,468,R,23,R,8,R,12,R,0,R,326,R,250,R,57,R,0
101240,12,R,176,R,103,R,73,R,2,R,2,R,31,R,8,R,0,R,124,R,4,R,3,R,2,R,1,R,78,R,77,R,20,R,0
101277,2,R,47,Z,0,R,47,Z,0,Z,0,R,1,R,8,Z,0,R,38,Z,0,Z,0,Z,0,Z,0,R,25,R,18,R,4,Z,0
101277,12,R,3,Z,0,R,3,Z,0,Z,0,Z,0,Z,0,Z,0,R,3,Z,0,Z,0,Z,0,Z,0,Z,0,R,2,R,1,Z,0
101286,2,R,162,R,22,R,140,R,1,R,2,R,67,R,4,R,1,R,85,R,2,R,0,R,0,R,0,R,65,R,75,R,22,R,0
101286,3,R,475,R,127,R,348,R,1,R,4,R,123,R,17,R,2,R,318,R,7,R,2,R,1,R,0,R,251,R,175,R,49,Z,0
101286,12,R,390,R,169,R,221,R,3,R,5,R,84,R,12,R,1,R,275,R,4,R,5,R,1,R,2,R,263,R,101,R,24,R,0
101295,2,R,363,R,93,R,270,R,2,R,5,R,14,R,25,R,1,R,307,R,4,R,3,R,2,R,0,R,226,R,107,R,30,R,0
101295,3,R,975,R,270,R,705,R,6,R,10,R,35,R,51,R,3,R,845,R,9,R,11,R,5,R,3,R,647,R,266,R,59,R,0
101295,12,R,706,R,366,R,340,R,7,R,10,R,28,R,49,R,2,R,587,R,9,R,10,R,4,R,14,R,496,R,140,R,56,R,0
101301,2,R,126,R,58,R,68,Z,0,Z,0,R,112,Z,0,Z,0,R,14,Z,0,Z,0,Z,0,R,3,R,84,R,30,R,9,R,0
101301,3,R,202,R,59,R,143,Z,0,R,2,R,160,R,2,Z,0,R,34,R,2,R,2,Z,0,R,1,R,127,R,53,R,21,R,0
101301,12,R,10,R,10,Z,0,Z,0,Z,0,R,10,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,10,Z,0,Z,0,Z,0
101365,2,R,109,R,36,R,73,Z,0,R,1,R,59,R,2,R,1,R,45,Z,0,R,1,Z,0,Z,0,R,16,R,75,R,18,Z,0
101365,3,R,118,R,9,R,109,R,1,R,2,R,90,R,1,R,1,R,21,R,1,R,1,Z,0,Z,0,R,5,R,80,R,33,Z,0
101365,5,R,10,R,1,R,9,Z,0,Z,0,R,5,Z,0,Z,0,R,5,Z,0,Z,0,Z,0,Z,0,R,2,R,5,R,3,Z,0
101365,7,R,7,R,2,R,5,Z,0,R,1,R,4,R,1,Z,0,R,1,Z,0,Z,0,Z,0,Z,0,Z,0,R,3,R,4,Z,0
101365,10,R,2,Z,0,R,2,Z,0,Z,0,R,2,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,2,Z,0,Z,0
101365,12,R,44,R,31,R,13,Z,0,Z,0,R,6,Z,0,Z,0,R,35,R,1,R,2,Z,0,R,0,R,28,R,14,R,2,Z,0
101435,5,R,244,R,103,R,141,R,2,R,2,R,38,R,12,Z,0,R,176,R,10,R,4,Z,0,R,0,R,184,R,42,R,18,R,0
101453,5,R,11,R,11,R,0,R,0,R,0,R,0,R,1,R,0,R,10,R,0,R,0,R,0,R,0,R,2,R,7,R,2,R,0
101453,7,R,2,R,1,R,1,R,0,R,0,R,0,R,0,R,0,R,2,R,0,R,0,R,0,R,0,R,0,R,1,R,1,R,0
101462,2,R,37,R,11,R,26,R,0,R,0,R,20,R,1,R,0,R,13,R,0,R,0,R,3,R,0,R,10,R,16,R,11,R,0
101462,3,R,75,R,31,R,44,R,1,R,1,R,31,R,5,R,0,R,29,R,5,R,0,R,3,R,0,R,22,R,38,R,15,R,0
101462,12,R,83,R,35,R,48,R,1,R,0,R,44,R,7,R,0,R,24,R,4,R,1,R,2,R,1,R,38,R,33,R,11,R,0
101471,2,R,18,R,15,R,3,R,0,R,0,R,10,R,1,R,0,R,7,R,0,R,0,R,0,R,0,R,1,R,8,R,9,R,0
101471,12,R,187,R,142,R,45,R,1,R,0,R,113,R,2,R,0,R,71,R,0,R,0,R,0,R,0,R,16,R,104,R,67,R,0
101480,5,R,1463,R,515,R,948,R,5,R,10,R,220,R,0,R,1,R,1093,R,0,R,94,R,40,R,0,R,954,R,405,R,104,R,0
101480,7,R,456,R,153,R,303,R,2,R,4,R,91,R,0,R,0,R,315,R,0,R,28,R,16,R,0,R,48,R,306,R,102,R,0
101480,9,R,13,R,0,R,13,R,0,R,0,R,7,R,0,R,0,R,5,R,0,R,0,R,1,R,0,R,0,R,3,R,10,R,0
101480,10,R,83,R,21,R,62,R,1,R,0,R,18,R,0,R,0,R,63,R,0,R,1,R,0,R,0,R,1,R,38,R,44,R,0
101505,2,R,244,R,115,R,129,R,0,R,5,R,58,R,10,R,0,R,156,R,6,R,5,R,4,R,0,R,104,R,107,R,33,R,0
101505,3,R,969,R,306,R,663,R,2,R,17,R,189,R,48,R,0,R,653,R,32,R,5,R,23,R,2,R,485,R,398,R,83,R,1
101505,12,R,268,R,123,R,145,R,0,R,7,R,69,R,9,R,0,R,170,R,4,R,5,R,4,R,0,R,105,R,124,R,39,R,0
101514,2,R,165,R,21,R,144,R,2,R,4,R,23,R,8,R,0,R,109,R,12,R,3,R,4,R,0,R,54,R,92,R,18,R,1
101514,3,R,1368,R,553,R,815,R,25,R,43,R,161,R,79,R,0,R,950,R,67,R,26,R,17,R,0,R,773,R,499,R,95,R,1
101514,12,R,987,R,610,R,377,R,16,R,35,R,109,R,58,R,1,R,679,R,55,R,25,R,9,R,17,R,587,R,287,R,96,R,0
101569,2,R,105,R,52,R,53,R,0,R,0,R,74,R,7,R,0,R,22,R,1,R,1,R,0,R,0,R,52,R,35,R,18,R,0
101569,3,R,366,R,136,R,230,R,3,R,3,R,284,R,16,R,0,R,50,R,5,R,4,R,1,R,0,R,227,R,111,R,28,R,0
101569,12,R,138,R,99,R,39,R,1,R,1,R,92,R,7,R,0,R,33,R,3,R,1,R,0,R,0,R,60,R,49,R,29,R,0
101587,3,R,35,R,8,R,27,R,0,R,0,R,17,R,0,R,0,R,16,R,1,R,1,R,0,R,0,R,27,R,7,R,1,Z,0
101587,5,R,350,R,161,R,189,R,0,R,3,R,148,R,5,R,0,R,154,R,9,R,10,R,21,R,0,R,238,R,86,R,19,R,7
101587,7,R,1181,R,210,R,971,R,20,R,0,R,286,R,14,R,1,R,719,R,19,R,118,R,4,R,0,R,106,R,824,R,251,R,0
101587,9,R,17,R,6,R,11,R,0,R,0,R,4,R,0,R,0,R,11,R,0,R,2,R,0,R,0,R,0,R,7,R,10,R,0
101587,10,R,186,R,21,R,165,R,1,R,0,R,62,R,3,R,0,R,99,R,6,R,15,R,0,R,0,R,1,R,98,R,87,R,0
101602,2,R,59,R,16,R,43,R,0,R,0,R,8,R,4,R,0,R,46,R,1,R,0,R,0,R,0,R,36,R,17,R,6,R,0
101602,3,R,294,R,115,R,179,R,0,R,2,R,73,R,6,R,0,R,200,R,11,R,2,R,0,R,0,R,211,R,64,R,19,R,0
101602,12,R,159,R,100,R,59,R,0,R,0,R,14,R,6,R,0,R,117,R,4,R,18,R,0,R,1,R,121,R,29,R,8,R,0
101648,3,R,86,R,54,R,32,R,1,R,2,R,14,R,2,R,1,R,61,R,5,R,0,R,0,R,0,R,86,R,0,R,0,R,0
101675,5,R,204,R,80,R,124,R,0,R,0,R,184,R,3,R,0,R,12,R,4,R,1,R,0,R,0,R,142,R,51,R,11,R,0
101693,3,R,6,R,1,R,5,R,0,R,0,R,0,R,0,R,0,R,5,R,1,R,0,R,0,R,0,R,4,R,2,R,0,R,0
101693,5,R,228,R,77,R,151,R,4,R,7,R,40,R,5,R,0,R,153,R,6,R,7,R,6,R,0,R,152,R,61,R,15,R,0
101693,7,R,85,R,20,R,65,R,0,R,1,R,14,R,0,R,0,R,30,R,1,R,34,R,5,R,0,R,4,R,60,R,21,R,0
101693,9,R,7,R,0,R,7,R,0,R,0,R,2,R,0,R,0,R,2,R,0,R,3,R,0,R,0,R,0,R,1,R,6,R,0
101709,5,R,432,R,134,R,298,R,3,R,5,R,62,R,21,R,1,R,294,R,20,R,4,R,22,R,0,R,379,R,37,R,6,R,10
101709,7,R,109,R,27,R,82,R,1,R,0,R,15,R,1,R,0,R,77,R,4,R,10,R,1,R,0,R,55,R,46,R,5,R,3
101709,10,R,18,R,2,R,16,R,0,R,0,R,5,R,0,R,0,R,12,R,0,R,1,R,0,R,0,R,0,R,7,R,11,R,0
101736,2,R,155,R,63,R,92,R,4,R,0,R,18,R,8,R,0,R,119,R,2,R,4,R,0,R,0,R,110,R,39,R,6,R,0
101736,3,R,477,R,152,R,325,R,3,R,2,R,42,R,27,R,0,R,385,R,4,R,9,R,5,R,0,R,314,R,128,R,35,R,0
101736,11,R,8,R,5,R,3,R,0,R,0,R,0,R,0,R,0,R,8,R,0,R,0,R,0,R,0,R,6,R,2,R,0,R,0
101736,12,R,1139,R,542,R,597,R,13,R,6,R,96,R,65,R,0,R,903,R,13,R,31,R,12,R,34,R,763,R,267,R,75,R,0
101879,5,R,1257,R,487,R,770,R,6,R,19,R,143,R,46,R,0,R,941,R,38,R,5,R,59,R,0,R,1006,R,209,R,42,R,0
101879,7,R,561,R,188,R,373,R,2,R,14,R,85,R,11,R,0,R,396,R,12,R,10,R,31,R,0,R,79,R,371,R,111,R,0
101879,10,R,78,R,15,R,63,R,2,R,1,R,9,R,1,R,0,R,62,R,2,R,0,R,1,R,0,R,33,R,31,R,14,R,0
101879,12,R,1,Z,0,R,1,Z,0,Z,0,Z,0,R,1,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,1,Z,0,Z,0
101897,2,R,126,R,43,R,83,R,2,R,1,R,2,R,18,R,0,R,101,R,2,R,0,R,0,R,0,R,72,R,42,R,12,R,0
101897,3,R,429,R,170,R,259,R,8,R,4,R,10,R,57,R,0,R,345,R,5,R,0,R,0,R,0,R,285,R,111,R,33,R,0
101897,12,R,554,R,238,R,316,R,17,R,6,R,12,R,72,R,0,R,438,R,9,R,0,Z,0,R,3,R,398,R,109,R,44,R,0
101912,3,R,3,R,2,R,1,Z,0,Z,0,R,2,Z,0,Z,0,Z,0,Z,0,R,1,Z,0,Z,0,R,2,R,1,Z,0,Z,0
101912,5,R,253,R,97,R,156,R,1,R,1,R,190,R,19,Z,0,R,3,R,11,R,7,R,21,Z,0,R,173,R,58,R,22,Z,0
101912,7,R,12,R,5,R,7,Z,0,Z,0,R,11,Z,0,Z,0,Z,0,Z,0,Z,0,R,1,Z,0,Z,0,R,2,R,10,Z,0
101912,10,R,13,Z,0,R,13,Z,0,R,1,R,7,Z,0,Z,0,R,4,Z,0,Z,0,R,1,Z,0,R,1,R,11,R,1,Z,0
101994,2,R,101,R,10,R,91,R,3,R,0,R,70,R,0,R,0,R,27,R,1,R,0,R,0,R,0,R,27,R,61,R,13,R,0
101994,3,R,28,R,20,R,8,R,0,R,0,R,9,R,1,R,0,R,18,R,0,R,0,R,0,R,0,R,18,R,7,R,3,R,0
101994,12,R,6,R,3,R,3,R,0,R,0,R,2,R,0,R,0,R,4,R,0,R,0,R,0,R,0,R,3,R,2,R,1,R,0
102030,2,R,131,R,37,R,94,R,0,R,3,R,85,R,1,R,0,R,39,R,1,R,1,R,1,R,0,R,43,R,72,R,16,R,0
102030,3,R,352,R,103,R,249,R,4,R,7,R,220,R,6,R,0,R,102,R,5,R,2,R,6,R,1,R,161,R,154,R,36,R,0
102030,12,R,134,R,86,R,48,R,1,R,0,R,106,R,2,R,0,R,16,R,2,R,4,R,3,R,0,R,36,R,64,R,34,R,0
102049,5,R,921,R,301,R,620,R,4,R,17,R,54,R,35,R,0,R,771,R,29,R,3,R,8,R,0,R,828,R,80,R,13,R,0
102049,7,R,264,R,92,R,172,R,0,R,6,R,22,R,3,R,0,R,210,R,1,R,9,R,13,R,0,R,76,R,149,R,39,R,0
102049,9,R,469,R,157,R,312,R,1,R,11,R,69,R,12,R,1,R,347,R,7,R,20,R,1,R,0,R,32,R,344,R,93,R,0
102049,10,R,17,R,3,R,14,R,0,R,0,R,7,R,0,R,0,R,8,R,0,R,2,R,0,R,0,R,6,R,2,R,9,R,0
102067,2,R,107,R,22,R,85,R,1,R,1,R,29,R,0,R,0,R,72,R,1,R,3,R,0,R,0,R,64,R,38,R,5,R,0
102067,3,R,529,R,230,R,299,R,3,R,5,R,143,R,6,R,0,R,338,R,13,R,19,R,2,R,1,R,338,R,151,R,39,R,0
102067,12,R,118,R,85,R,33,R,0,R,1,R,29,R,1,R,0,R,78,R,1,R,8,R,0,R,2,R,72,R,34,R,10,R,0
102076,2,R,43,R,19,R,24,R,0,R,0,R,6,R,8,R,0,R,26,R,0,R,3,R,0,R,0,R,25,R,12,R,6,R,0
102076,3,R,408,R,139,R,269,R,8,R,4,R,34,R,75,R,0,R,267,R,2,R,17,R,1,R,0,R,297,R,89,R,22,R,0
102076,12,R,70,R,30,R,40,R,0,R,0,R,6,R,19,R,0,R,40,R,1,R,4,R,0,R,1,R,40,R,22,R,7,R,0
102094,2,R,19,R,9,R,10,Z,0,Z,0,R,5,R,2,Z,0,R,12,Z,0,Z,0,Z,0,R,0,R,10,R,9,R,0,R,0
102094,5,R,1944,R,677,R,1267,R,13,R,41,R,398,R,74,R,1,R,1247,R,65,R,48,R,57,R,0,R,1455,R,422,R,67,R,0
102094,7,R,1228,R,237,R,991,R,14,R,34,R,165,R,34,R,0,R,897,R,25,R,15,R,44,R,0,R,154,R,880,R,194,R,0
102094,9,R,291,R,72,R,219,R,6,R,14,R,62,R,3,R,1,R,176,R,4,R,19,R,6,R,0,R,6,R,206,R,79,R,0
102094,10,R,162,R,18,R,144,R,2,R,8,R,34,R,8,R,1,R,101,R,2,R,4,R,2,R,0,R,0,R,95,R,67,R,0
102094,11,R,28,R,8,R,20,R,0,R,0,R,4,R,2,R,0,R,18,R,3,R,1,R,0,R,0,R,24,R,3,R,1,R,0
102094,12,R,54,R,20,R,34,Z,0,R,1,R,19,Z,0,Z,0,R,29,R,4,Z,0,R,1,R,0,R,31,R,20,R,3,R,0
102234,5,R,239,R,89,R,150,R,0,R,3,R,28,R,10,R,1,R,165,R,5,R,10,R,17,R,1,R,223,R,12,R,3,R,0
102234,7,R,42,R,23,R,19,R,0,R,0,R,4,R,1,R,1,R,32,R,1,R,1,R,2,R,0,R,4,R,26,R,12,R,0
102234,10,R,22,R,12,R,10,R,0,R,1,R,1,R,0,R,0,R,19,R,0,R,0,R,1,R,0,R,2,R,10,R,10,R,0
102234,12,R,3,R,1,R,2,R,0,R,0,R,0,R,0,R,0,R,2,R,0,R,1,R,0,R,0,R,1,R,1,R,1,R,0
102270,5,R,121,R,43,R,78,Z,0,Z,0,R,111,Z,0,Z,0,R,10,Z,0,Z,0,Z,0,Z,0,R,62,R,54,R,5,Z,0
102298,5,R,143,R,55,R,88,R,0,R,0,R,129,R,1,R,1,R,2,R,3,R,0,R,7,R,0,R,104,R,26,R,13,R,0
102298,7,R,4,R,1,R,3,Z,0,Z,0,R,4,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,2,R,2,Z,0
102313,2,R,47,R,12,R,35,Z,0,R,2,R,32,Z,0,R,0,R,11,Z,0,R,2,Z,0,Z,0,R,13,R,26,R,8,Z,0
102313,3,R,171,R,69,R,102,R,1,R,1,R,99,R,9,Z,0,R,59,Z,0,R,2,Z,0,Z,0,R,95,R,53,R,23,Z,0
102313,12,R,38,R,27,R,11,Z,0,Z,0,R,19,R,2,Z,0,R,16,R,1,Z,0,Z,0,R,2,R,21,R,13,R,2,R,0
102368,3,R,338,R,100,R,238,R,2,R,5,R,130,R,19,R,0,R,158,R,10,R,14,R,0,R,2,R,78,R,172,R,86,R,0
102368,5,R,2326,R,889,R,1437,R,8,R,26,R,576,R,100,R,1,R,1345,R,83,R,62,R,125,R,0,R,1318,R,717,R,290,R,1
102368,7,R,1137,R,381,R,756,R,4,R,9,R,315,R,28,R,1,R,391,R,26,R,330,R,33,R,0,R,150,R,707,R,280,R,0
102368,9,R,32,R,8,R,24,R,0,R,0,R,5,R,0,R,0,R,9,R,0,R,18,R,0,R,0,R,0,R,20,R,12,R,0
102368,10,R,49,R,10,R,39,R,0,R,0,R,20,R,1,R,0,R,16,R,0,R,12,R,0,R,0,R,1,R,24,R,24,R,0
102368,12,R,4,R,1,R,3,R,0,R,0,R,2,R,0,R,0,R,1,R,1,R,0,R,0,R,0,R,1,R,3,R,0,R,0
102377,5,R,513,R,182,R,331,Z,0,R,6,R,454,R,4,R,1,R,1,R,9,R,38,Z,0,Z,0,R,458,R,52,R,3,Z,0
102377,7,R,76,R,26,R,50,R,1,R,3,R,46,R,1,Z,0,R,1,Z,0,R,24,Z,0,R,1,R,18,R,52,R,4,R,1
102377,9,R,65,R,14,R,51,R,2,Z,0,R,39,R,7,Z,0,R,10,R,1,R,6,Z,0,Z,0,R,1,R,63,R,1,Z,0
102395,5,R,20,R,16,R,4,R,0,R,1,R,2,R,1,R,0,R,14,R,2,R,0,R,0,R,0,R,2,R,14,R,4,R,0
102395,7,R,28,R,17,R,11,R,1,R,1,R,1,R,1,R,0,R,20,R,0,R,3,R,1,R,0,R,0,R,19,R,9,R,0
102395,9,R,15,R,9,R,6,R,0,R,1,R,2,R,2,R,0,R,9,R,0,R,1,R,0,R,0,R,0,R,3,R,12,R,0
102429,2,R,173,R,55,R,118,R,0,R,2,R,32,R,1,R,0,R,132,R,6,R,0,R,0,R,0,R,96,R,66,R,11,R,0
102429,3,R,526,R,188,R,338,R,1,R,3,R,97,R,4,R,0,R,418,R,2,R,1,R,0,R,0,R,322,R,167,R,37,R,0
102429,11,R,175,R,155,R,20,R,0,R,0,R,103,R,4,R,0,R,61,R,5,R,2,R,0,R,0,R,21,R,97,R,57,R,0
102429,12,R,218,R,162,R,56,R,0,R,1,R,35,R,7,R,0,R,166,R,6,R,3,R,0,R,24,R,154,R,24,R,16,R,0
