UNITID-PK,AWLEVELC-PK,XCSTOTLT,CSTOTLT,XCSTOTLM,CSTOTLM,XCSTOTLW,CSTOTLW,XCSAIANT,CSAIANT,XCSASIAT,CSASIAT,XCSBKAAT,CSBKAAT,XCSHISPT,CSHISPT,XCSNHPIT,CSNHPIT,XCSWHITT,CSWHITT,XCS2MORT,CS2MORT,XCSUNKNT,CSUNKNT,XCSNRALT,CSNRALT,XCSUND18,CSUND18,XCS18_24,CS18_24,XCS25_39,CS25_39,XCSABV40,CSABV40,XCSUNKN,CSUNKN  
229887,5,R,127,R,50,R,77,R,1,Z,0,R,108,R,1,Z,0,R,4,R,1,R,0,R,12,R,0,R,68,R,33,R,26,R,0
230010,2,R,424,R,216,R,208,R,1,R,2,R,2,R,37,R,1,R,352,R,6,R,23,Z,0,R,23,R,264,R,104,R,33,Z,0
230010,11,R,233,R,84,R,149,R,2,R,1,R,1,R,29,R,3,R,189,R,3,R,5,Z,0,R,10,R,148,R,50,R,25,R,0
230010,12,R,180,R,114,R,66,R,2,R,2,R,2,R,20,Z,0,R,141,R,0,R,13,Z,0,R,12,R,107,R,39,R,22,Z,0
230038,5,R,6685,R,3279,R,3406,R,12,R,158,R,21,R,441,R,37,R,5489,R,251,R,59,R,217,R,0,R,4366,R,2222,R,97,R,0
230038,7,R,958,R,545,R,413,R,3,R,29,R,5,R,52,R,3,R,771,R,23,R,7,R,65,R,0,R,165,R,707,R,86,R,0
230038,9,R,192,R,108,R,84,R,1,R,3,R,1,R,14,R,2,R,141,R,7,R,4,R,19,R,0,R,10,R,156,R,26,R,0
230038,10,R,4,R,1,R,3,R,0,R,1,R,0,R,0,R,0,R,3,R,0,R,0,R,0,R,0,R,0,R,4,R,0,R,0
230047,2,R,15,R,4,R,11,R,1,R,1,R,0,R,1,R,3,R,1,R,4,R,3,R,1,Z,0,R,1,R,8,R,6,Z,0
230047,3,R,36,R,12,R,24,R,0,R,1,R,1,R,1,R,4,R,13,R,2,R,2,R,12,Z,0,R,18,R,17,R,1,Z,0
230047,5,R,592,R,237,R,355,R,1,R,18,R,0,R,26,R,43,R,160,R,44,R,8,R,292,R,0,R,266,R,312,R,14,Z,0
230056,3,R,45,R,2,R,43,R,0,R,1,R,1,R,12,R,0,R,31,R,0,R,0,R,0,R,0,R,29,R,13,R,3,R,0
230056,7,R,1,R,0,R,1,R,0,R,0,R,0,R,0,R,0,R,1,R,0,R,0,R,0,R,0,R,0,R,1,R,0,R,0
230056,12,R,32,R,16,R,16,R,0,R,1,R,1,R,3,R,1,R,25,R,1,R,0,R,0,R,0,R,5,R,17,R,10,R,0
230065,2,R,57,R,0,R,57,R,0,R,0,R,3,R,21,R,0,R,29,R,1,R,3,R,0,R,0,R,39,R,16,R,2,R,0
230065,12,R,152,R,2,R,150,R,2,R,8,R,1,R,53,R,2,R,83,R,0,R,1,R,2,R,2,R,82,R,56,R,12,R,0
230144,2,R,48,R,3,R,45,R,0,R,0,R,1,R,6,R,0,R,27,R,0,R,14,R,0,R,1,R,36,R,8,R,3,R,0
230162,2,R,521,R,220,R,301,R,2,R,10,R,6,R,50,R,7,R,432,R,10,R,4,Z,0,R,4,R,302,R,158,R,57,Z,0
230162,11,R,534,R,137,R,397,R,2,R,14,R,5,R,81,R,2,R,370,R,10,R,50,Z,0,R,85,R,319,R,105,R,25,Z,0
230162,12,R,367,R,151,R,216,R,1,R,1,R,7,R,36,R,3,R,306,R,9,R,4,Z,0,R,7,R,198,R,134,R,28,Z,0
230171,2,R,438,R,194,R,244,R,6,R,9,R,9,R,62,R,0,R,320,R,15,R,12,R,5,R,19,R,365,R,51,R,3,R,0
230171,3,R,779,R,252,R,527,R,4,R,5,R,12,R,95,R,0,R,625,R,20,R,10,R,8,R,26,R,625,R,106,R,22,R,0
230171,5,R,1085,R,391,R,694,R,11,R,9,R,16,R,104,R,0,R,870,R,25,R,30,R,20,R,0,R,625,R,382,R,78,R,0
230171,7,R,24,R,13,R,11,R,0,R,0,R,0,R,1,R,3,R,20,R,0,R,0,R,0,R,0,R,9,R,11,R,4,R,0
230171,11,R,132,R,39,R,93,R,1,R,4,R,2,R,12,R,0,R,108,R,3,R,1,R,1,R,22,R,94,R,14,R,2,R,0
230171,12,R,187,R,117,R,70,R,2,R,1,R,0,R,22,R,0,R,143,R,6,R,6,R,7,R,3,R,139,R,32,R,13,R,0
230199,2,R,25,R,1,R,24,Z,0,Z,0,Z,0,R,1,Z,0,R,24,Z,0,Z,0,Z,0,Z,0,R,22,R,3,Z,0,Z,0
230205,2,R,37,R,7,R,30,Z,0,Z,0,Z,0,R,4,Z,0,R,33,Z,0,Z,0,Z,0,R,1,R,29,R,7,R,0,R,0
230214,2,R,83,R,13,R,70,Z,0,Z,0,R,1,R,21,Z,0,R,49,R,2,R,10,Z,0,Z,0,R,49,R,33,R,1,Z,0
230214,12,R,22,Z,0,R,22,Z,0,R,1,Z,0,R,3,R,1,R,11,Z,0,R,4,R,2,Z,0,R,13,R,5,R,4,Z,0
230366,2,R,22,R,3,R,19,Z,0,R,2,Z,0,R,5,R,1,R,13,Z,0,R,1,Z,0,Z,0,R,13,R,5,R,4,Z,0
230366,5,R,51,R,7,R,44,R,1,R,1,R,4,R,11,R,0,R,32,R,1,R,1,Z,0,Z,0,R,10,R,34,R,7,Z,0
230366,7,R,2,Z,0,R,2,Z,0,Z,0,Z,0,Z,0,Z,0,R,1,R,1,Z,0,Z,0,Z,0,Z,0,R,1,R,1,Z,0
230418,3,R,437,R,226,R,211,Z,0,R,7,R,3,R,73,Z,0,R,162,R,17,Z,0,R,175,Z,0,R,207,R,213,R,17,Z,0
230418,12,R,311,R,162,R,149,Z,0,R,8,R,2,R,50,Z,0,R,126,R,11,Z,0,R,114,Z,0,R,171,R,121,R,19,Z,0
230490,2,R,405,R,167,R,238,R,1,R,8,R,12,R,99,R,1,R,276,R,8,R,0,R,0,R,8,R,244,R,121,R,32,R,0
230490,11,R,297,R,109,R,188,R,1,R,5,R,7,R,101,R,1,R,180,R,2,R,0,R,0,R,40,R,142,R,76,R,39,R,0
230490,12,R,241,R,130,R,111,R,1,R,3,R,1,R,50,R,2,R,179,R,5,R,0,R,0,R,26,R,120,R,82,R,13,R,0
230597,2,R,98,R,27,R,71,R,0,R,0,R,0,R,3,R,0,R,92,R,2,R,1,R,0,R,14,R,70,R,11,R,3,R,0
230597,3,R,1019,R,408,R,611,R,3,R,5,R,8,R,54,R,6,R,898,R,11,R,6,R,28,R,7,R,888,R,94,R,30,R,0
230597,5,R,29,R,20,R,9,R,0,R,0,R,1,R,1,R,0,R,25,R,0,R,1,R,1,R,0,R,17,R,12,R,0,R,0
230597,11,R,21,R,18,R,3,R,0,R,0,R,0,R,4,R,0,R,16,R,0,R,0,R,1,R,0,R,16,R,4,R,1,R,0
230597,12,R,222,R,41,R,181,R,8,R,3,R,0,R,12,R,0,R,190,R,2,R,3,R,4,R,42,R,142,R,28,R,10,R,0
230603,2,R,140,R,51,R,89,R,3,R,1,R,1,R,9,R,2,R,117,Z,0,R,7,Z,0,R,5,R,129,R,6,Z,0,Z,0
230603,3,R,751,R,304,R,447,R,10,R,15,R,10,R,48,R,4,R,590,R,6,R,30,R,38,R,15,R,626,R,94,R,16,Z,0
230603,5,R,1311,R,557,R,754,R,16,R,18,R,30,R,88,R,13,R,998,R,9,R,45,R,94,Z,0,R,944,R,313,R,54,Z,0
230603,7,R,505,R,220,R,285,R,4,R,11,R,18,R,29,R,7,R,388,R,3,R,19,R,26,Z,0,R,75,R,303,R,127,Z,0
230603,12,R,16,R,7,R,9,Z,0,Z,0,Z,0,Z,0,Z,0,R,15,Z,0,Z,0,R,1,Z,0,R,9,R,6,R,1,Z,0
230676,2,R,107,R,52,R,55,R,2,Z,0,Z,0,R,14,Z,0,R,90,R,1,Z,0,Z,0,R,5,R,55,R,34,R,13,Z,0
230676,11,R,473,R,283,R,190,R,16,R,5,Z,0,R,33,R,2,R,413,R,4,Z,0,Z,0,R,162,R,134,R,85,R,92,R,0
230676,12,R,189,R,156,R,33,R,4,Z,0,R,3,R,10,Z,0,R,172,Z,0,Z,0,Z,0,R,36,R,87,R,42,Z,0,R,24
230728,2,R,112,R,52,R,60,R,10,Z,0,Z,0,R,9,Z,0,R,89,R,3,R,1,Z,0,Z,0,R,64,R,39,R,9,Z,0
230728,3,R,1182,R,404,R,778,R,49,R,12,R,5,R,70,R,6,R,998,R,21,R,16,R,5,R,5,R,895,R,224,R,58,Z,0
230728,5,R,4142,R,1835,R,2307,R,23,R,42,R,36,R,231,R,13,R,3346,R,103,R,313,R,35,Z,0,R,2639,R,1302,R,201,Z,0
230728,7,R,975,R,479,R,496,R,10,R,17,R,7,R,44,R,3,R,831,R,17,R,12,R,34,Z,0,R,122,R,687,R,166,Z,0
230728,9,R,99,R,59,R,40,Z,0,R,17,R,2,R,8,Z,0,R,62,R,3,R,5,R,2,Z,0,Z,0,R,82,R,17,Z,0
230728,10,R,105,R,18,R,87,R,1,R,5,R,2,R,10,Z,0,R,84,R,1,R,2,Z,0,Z,0,R,19,R,70,R,16,Z,0
230728,12,R,76,R,35,R,41,R,7,Z,0,Z,0,R,2,Z,0,R,65,R,2,Z,0,Z,0,R,1,R,42,R,25,R,8,Z,0
230737,2,R,2355,R,1400,R,955,R,11,R,43,R,14,R,226,R,7,R,1923,R,73,R,14,R,44,R,3,R,1764,R,554,R,34,Z,0
230737,3,R,5422,R,2683,R,2739,R,16,R,91,R,34,R,584,R,33,R,4395,R,178,R,45,R,46,R,74,R,3358,R,1818,R,172,Z,0
230737,5,R,3975,R,2099,R,1876,R,12,R,76,R,44,R,393,R,30,R,3203,R,121,R,66,R,30,Z,0,R,1654,R,2157,R,164,Z,0
230737,7,R,292,R,149,R,143,R,1,R,5,R,5,R,29,Z,0,R,238,R,7,R,4,R,3,Z,0,R,41,R,191,R,60,Z,0
230737,10,R,20,R,12,R,8,Z,0,R,1,R,1,R,4,Z,0,R,13,Z,0,R,1,Z,0,Z,0,R,2,R,12,R,6,Z,0
230737,12,R,305,R,184,R,121,R,1,R,8,R,5,R,29,R,1,R,244,R,8,R,4,R,5,R,0,R,117,R,154,R,34,Z,0
230746,2,R,1272,R,557,R,715,R,7,R,65,R,35,R,276,R,4,R,799,R,48,R,10,R,28,R,10,R,857,R,351,R,54,Z,0
230746,3,R,3184,R,1318,R,1866,R,24,R,135,R,63,R,580,R,12,R,2167,R,125,R,35,R,43,R,31,R,1601,R,1276,R,276,Z,0
230746,11,R,72,R,18,R,54,Z,0,R,3,Z,0,R,15,Z,0,R,52,Z,0,R,1,R,1,Z,0,R,23,R,33,R,16,Z,0
230746,12,R,573,R,401,R,172,R,6,R,34,R,13,R,93,R,3,R,363,R,24,R,28,R,9,R,1,R,177,R,290,R,105,Z,0
230764,5,R,5027,R,2500,R,2527,R,14,R,287,R,60,R,641,R,19,R,3487,R,243,R,54,R,222,R,0,R,3204,R,1671,R,152,R,0
230764,7,R,2235,R,1166,R,1069,R,5,R,102,R,30,R,185,R,6,R,1454,R,56,R,146,R,251,R,0,R,363,R,1599,R,273,R,0
230764,9,R,815,R,413,R,402,R,2,R,44,R,10,R,56,R,2,R,537,R,32,R,20,R,112,R,0,R,12,R,695,R,108,R,0
230764,10,R,606,R,296,R,310,R,2,R,31,R,6,R,81,R,3,R,414,R,33,R,16,R,20,R,0,R,359,R,215,R,32,R,0
230782,2,R,41,R,17,R,24,Z,0,Z,0,Z,0,R,1,Z,0,R,33,R,6,R,1,Z,0,R,1,R,18,R,19,R,3,R,0
230782,3,R,2986,R,1259,R,1727,R,11,R,58,R,30,R,287,R,9,R,2362,R,104,R,92,R,33,R,14,R,1816,R,983,R,173,R,0
230782,5,R,2641,R,1074,R,1567,R,16,R,51,R,35,R,258,R,10,R,2068,R,65,R,88,R,50,R,0,R,935,R,1425,R,281,R,0
230782,7,R,289,R,138,R,151,R,0,R,5,R,1,R,13,R,1,R,161,R,7,R,93,R,8,R,0,R,18,R,202,R,69,R,0
230782,9,R,12,R,1,R,11,Z,0,Z,0,Z,0,Z,0,Z,0,R,8,Z,0,R,4,Z,0,R,0,R,0,R,3,R,9,R,0
230782,10,R,53,R,26,R,27,R,0,R,0,R,0,R,1,R,0,R,32,R,0,R,20,R,0,R,0,R,2,R,33,R,18,R,0
230782,12,R,261,R,172,R,89,R,2,R,5,R,2,R,25,R,1,R,191,R,9,R,23,R,3,R,8,R,140,R,85,R,28,R,0
230807,5,R,422,R,163,R,259,R,2,R,10,R,12,R,48,R,2,R,287,R,25,R,19,R,17,R,0,R,300,R,107,R,15,R,0
230807,7,R,215,R,72,R,143,R,0,R,8,R,5,R,23,R,2,R,161,R,1,R,11,R,4,R,0,R,13,R,158,R,44,R,0
230807,9,R,5,R,1,R,4,Z,0,Z,0,Z,0,Z,0,Z,0,R,4,Z,0,R,1,Z,0,R,0,R,0,R,3,R,2,R,0
230807,10,R,17,R,3,R,14,R,0,R,2,R,1,R,2,R,0,R,9,R,2,R,1,R,0,R,0,R,8,R,7,R,2,R,0
230816,5,R,139,R,39,R,100,R,0,R,1,R,2,R,16,R,0,R,82,R,3,R,4,R,31,R,0,R,132,R,5,R,2,R,0
230816,7,R,40,R,7,R,33,R,0,R,2,R,1,R,2,R,0,R,33,R,0,R,2,R,0,R,0,R,0,R,16,R,24,R,0
230834,3,R,6,R,4,R,2,Z,0,Z,0,Z,0,Z,0,Z,0,R,6,Z,0,Z,0,Z,0,Z,0,R,6,Z,0,Z,0,Z,0
230834,5,R,363,R,147,R,216,Z,0,R,4,R,10,R,7,Z,0,R,314,R,7,R,12,R,9,Z,0,R,290,R,62,R,11,Z,0
230834,7,R,45,R,16,R,29,Z,0,Z,0,R,5,Z,0,Z,0,R,38,R,1,R,1,Z,0,Z,0,R,13,R,22,R,10,Z,0
230834,10,R,5,R,2,R,3,Z,0,Z,0,Z,0,Z,0,Z,0,R,5,Z,0,Z,0,Z,0,Z,0,R,3,R,2,Z,0,Z,0
230852,3,R,53,R,18,R,35,R,0,R,4,R,7,R,2,R,0,R,37,R,1,R,2,R,0,R,0,R,2,R,28,R,23,R,0
230852,5,R,762,R,416,R,346,R,2,R,29,R,47,R,61,R,0,R,539,R,22,R,60,R,2,R,0,R,382,R,201,R,179,R,0
230852,7,R,329,R,143,R,186,R,4,R,10,R,42,R,29,R,0,R,216,R,5,R,23,R,0,R,0,R,11,R,179,R,139,R,0
230852,10,R,218,R,79,R,139,R,2,R,7,R,32,R,20,R,2,R,131,R,6,R,18,R,0,R,0,R,4,R,135,R,79,R,0
230852,12,R,237,R,122,R,115,R,0,R,14,R,22,R,26,R,1,R,150,R,5,R,19,R,0,R,0,R,11,R,112,R,114,R,0
230861,2,R,35,R,2,R,33,Z,0,R,1,R,4,Z,0,Z,0,R,29,R,1,Z,0,Z,0,Z,0,R,10,R,18,R,7,Z,0
230861,3,R,416,R,113,R,303,R,2,R,3,R,8,R,12,Z,0,R,357,R,20,R,6,R,8,R,3,R,153,R,178,R,82,Z,0
230861,12,R,55,R,9,R,46,Z,0,Z,0,Z,0,Z,0,Z,0,R,51,R,3,R,1,Z,0,Z,0,R,9,R,28,R,18,Z,0
230889,5,R,66,R,17,R,49,R,2,R,0,R,6,R,0,R,0,R,31,R,4,R,22,R,1,R,0,R,8,R,35,R,22,R,1
230889,7,R,77,R,22,R,55,R,3,R,1,R,3,R,1,R,0,R,37,R,9,R,23,R,0,R,0,R,0,R,27,R,50,R,0
230913,2,R,5,R,1,R,4,Z,0,Z,0,Z,0,Z,0,Z,0,R,4,Z,0,R,1,Z,0,Z,0,R,2,R,3,Z,0,Z,0
230913,3,R,41,R,16,R,25,Z,0,Z,0,Z,0,R,3,Z,0,R,30,R,4,R,4,Z,0,Z,0,R,31,R,10,Z,0,Z,0
230913,5,R,396,R,155,R,241,R,1,R,2,R,13,R,15,R,1,R,325,R,14,R,22,R,3,Z,0,R,249,R,105,R,42,Z,0
230913,7,R,78,R,12,R,66,R,1,Z,0,R,1,R,1,Z,0,R,68,R,1,R,6,Z,0,Z,0,R,4,R,48,R,26,Z,0
230913,10,R,2,R,0,R,2,Z,0,Z,0,Z,0,Z,0,Z,0,R,2,Z,0,Z,0,Z,0,Z,0,Z,0,R,1,R,1,Z,0
230959,5,R,605,R,302,R,303,R,0,R,47,R,23,R,64,R,1,R,362,R,30,R,16,R,62,R,0,R,591,R,14,R,0,R,0
230959,7,R,105,R,30,R,75,R,1,R,4,R,1,R,5,R,0,R,77,R,2,R,4,R,11,R,0,R,4,R,72,R,29,R,0
230959,9,R,1,R,0,R,1,R,0,R,0,R,0,R,0,R,0,R,1,R,0,R,0,R,0,R,0,R,0,R,0,R,1,R,0
230995,5,R,738,R,547,R,191,R,11,R,26,R,32,R,56,R,4,R,539,R,29,R,41,Z,0,R,0,R,486,R,189,R,63,R,0
230995,7,R,413,R,286,R,127,R,2,R,8,R,40,R,27,R,2,R,291,R,14,R,29,Z,0,R,0,R,21,R,242,R,150,R,0
230995,10,R,42,R,34,R,8,Z,0,R,2,R,5,Z,0,Z,0,R,27,R,1,R,7,Z,0,R,0,R,1,R,26,R,15,R,0
231004,2,R,25,R,1,R,24,R,0,R,0,R,0,R,0,R,0,R,23,R,2,R,0,R,0,R,0,R,17,R,6,R,2,Z,0
231004,12,R,27,R,3,R,24,R,1,R,0,R,1,R,1,R,0,R,22,R,2,R,0,R,0,R,0,R,12,R,12,R,3,R,0
231059,5,R,321,R,140,R,181,R,1,R,8,R,5,R,22,R,1,R,258,R,4,R,10,R,12,Z,0,R,300,R,20,R,1,Z,0
231059,7,R,84,R,26,R,58,Z,0,R,1,Z,0,R,1,Z,0,R,68,Z,0,R,8,R,6,Z,0,R,11,R,56,R,17,Z,0
231059,10,R,8,R,1,R,7,Z,0,Z,0,Z,0,Z,0,Z,0,R,7,Z,0,R,1,Z,0,Z,0,Z,0,R,1,R,7,Z,0
231068,7,R,48,R,18,R,30,R,2,R,1,R,2,R,5,Z,0,R,28,Z,0,R,6,R,4,R,0,R,3,R,38,R,7,R,0
231068,10,R,2,R,0,R,2,Z,0,Z,0,Z,0,Z,0,Z,0,R,1,Z,0,Z,0,R,1,Z,0,Z,0,R,1,R,1,Z,0
231095,5,R,32,R,11,R,21,Z,0,Z,0,R,1,Z,0,Z,0,R,21,Z,0,R,6,R,4,R,0,R,15,R,16,R,1,R,0
231147,7,R,120,R,52,R,68,R,1,R,3,R,8,R,8,R,0,R,87,R,3,R,7,R,3,R,0,R,12,R,64,R,39,R,5
231147,9,R,165,R,82,R,83,R,1,R,12,R,11,R,12,R,0,R,110,R,9,R,9,R,1,R,0,R,31,R,101,R,23,R,10
231147,10,R,34,R,9,R,25,R,0,R,0,R,5,R,0,R,0,R,17,R,0,R,4,R,8,R,0,R,0,R,26,R,6,R,2
231165,2,R,156,R,25,R,131,Z,0,R,3,R,3,R,3,Z,0,R,136,R,6,Z,0,R,5,Z,0,R,41,R,88,R,27,Z,0
231165,3,R,278,R,94,R,184,Z,0,R,4,R,6,R,3,Z,0,R,251,R,11,Z,0,R,3,Z,0,R,119,R,123,R,36,Z,0
231165,5,R,132,R,84,R,48,Z,0,Z,0,R,2,R,3,Z,0,R,117,R,4,R,3,R,3,Z,0,R,86,R,33,R,13,Z,0
231165,7,R,2,R,2,R,0,Z,0,R,1,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,1,Z,0,Z,0,R,2,Z,0,Z,0
231165,12,R,6,R,6,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,6,Z,0,Z,0,Z,0,Z,0,R,3,R,3,Z,0,Z,0
231174,5,R,2632,R,1013,R,1619,R,0,R,78,R,36,R,109,R,0,R,2118,R,85,R,79,R,127,R,0,R,2498,R,125,R,9,R,0
231174,7,R,458,R,165,R,293,R,1,R,11,R,9,R,23,R,0,R,362,R,20,R,9,R,23,R,0,R,176,R,245,R,37,R,0
231174,9,R,242,R,104,R,138,R,0,R,18,R,8,R,17,R,0,R,172,R,8,R,5,R,14,R,0,R,5,R,215,R,22,R,0
231174,10,R,25,R,7,R,18,R,0,R,0,R,1,R,2,R,0,R,18,R,2,R,1,R,1,R,0,R,1,R,12,R,12,R,0
231280,2,R,49,R,1,R,48,Z,0,Z,0,R,6,R,2,Z,0,R,38,R,1,R,2,Z,0,Z,0,R,32,R,16,R,1,Z,0
231411,2,R,126,R,117,R,9,R,0,R,4,R,37,R,14,R,3,R,66,R,2,R,0,R,0,R,0,R,71,R,44,R,11,R,0
231411,3,R,59,R,54,R,5,R,0,R,5,R,16,R,8,R,0,R,29,R,1,R,0,R,0,Z,0,R,22,R,29,R,8,R,0
231411,11,R,117,R,106,R,11,R,1,R,0,R,70,R,3,R,0,R,40,R,0,R,3,R,0,Z,0,R,18,R,69,R,30,Z,0
231420,3,R,5,R,2,R,3,R,0,R,1,R,2,R,0,R,0,R,2,R,0,R,0,R,0,R,0,R,0,R,3,R,2,R,0
231420,5,R,222,R,90,R,132,R,2,R,2,R,51,R,5,R,1,R,137,R,8,R,3,R,13,R,0,R,147,R,43,R,32,R,0
231420,7,R,126,R,41,R,85,R,0,R,0,R,28,R,3,R,2,R,82,R,1,R,10,R,0,R,0,R,16,R,65,R,45,R,0
231536,2,R,281,R,108,R,173,R,1,R,12,R,7,R,38,R,0,R,204,R,8,R,7,R,4,R,2,R,226,R,44,R,9,R,0
231536,3,R,484,R,174,R,310,R,2,R,14,R,17,R,55,R,1,R,377,R,8,R,7,R,3,R,2,R,326,R,130,R,26,R,0
231536,12,R,287,R,85,R,202,R,1,R,5,R,11,R,44,R,0,R,218,R,4,R,4,R,0,R,1,R,146,R,100,R,40,R,0
231554,3,R,17,R,3,R,14,R,0,R,0,R,1,R,1,R,0,R,6,R,0,R,9,R,0,R,3,R,13,R,1,Z,0,Z,0
231554,5,R,220,R,72,R,148,R,2,R,0,R,33,R,9,R,0,R,125,R,9,R,36,R,6,R,0,R,106,R,69,R,45,Z,0
231554,7,R,142,R,45,R,97,R,1,R,5,R,11,R,1,R,0,R,32,R,3,R,89,R,0,R,0,R,65,R,63,R,14,Z,0
231581,5,R,317,R,115,R,202,R,0,R,3,R,39,R,26,R,0,R,222,R,13,R,7,R,7,R,0,R,310,R,6,R,1,Z,0
231581,7,R,30,R,12,R,18,R,0,R,1,R,6,R,2,R,0,R,19,R,1,R,1,R,0,R,0,R,23,R,7,R,0,R,0
231624,5,R,1561,R,648,R,913,R,2,R,106,R,115,R,148,R,2,R,948,R,82,R,75,R,83,Z,0,R,1509,R,50,R,2,Z,0
231624,7,R,740,R,411,R,329,R,5,R,32,R,50,R,40,R,1,R,464,R,32,R,14,R,102,Z,0,R,221,R,403,R,116,Z,0
231624,9,R,240,R,109,R,131,Z,0,R,6,R,15,R,6,Z,0,R,172,R,8,R,10,R,23,Z,0,R,23,R,201,R,16,Z,0
231624,10,R,45,R,16,R,29,Z,0,R,2,R,1,R,4,Z,0,R,37,R,1,Z,0,Z,0,Z,0,R,12,R,32,R,1,Z,0
231651,3,R,34,R,11,R,23,Z,0,Z,0,R,16,R,5,Z,0,R,10,R,2,R,1,Z,0,Z,0,R,3,R,15,R,16,Z,0
231651,5,R,674,R,247,R,427,R,2,R,11,R,136,R,49,R,1,R,422,R,44,R,6,R,3,Z,0,R,283,R,214,R,176,R,1
231651,7,R,1088,R,360,R,728,R,7,R,72,R,357,R,75,R,2,R,508,R,48,R,11,R,8,Z,0,R,60,R,567,R,461,Z,0
231651,9,R,464,R,195,R,269,R,5,R,11,R,169,R,25,Z,0,R,227,R,13,R,11,R,3,Z,0,R,18,R,192,R,254,Z,0
231651,10,R,36,R,10,R,26,Z,0,R,1,R,8,R,2,R,1,R,19,R,4,R,1,Z,0,Z,0,Z,0,R,18,R,18,Z,0
231688,2,R,11,R,1,R,10,Z,0,Z,0,R,6,Z,0,Z,0,R,5,Z,0,Z,0,Z,0,Z,0,R,7,R,3,R,1,Z,0
231697,2,R,400,R,185,R,215,R,1,R,6,R,57,R,15,R,2,R,285,R,19,R,14,R,1,R,44,R,292,R,47,R,17,R,0
231697,3,R,434,R,181,R,253,R,1,R,7,R,61,R,18,R,2,R,314,R,15,R,14,R,2,R,42,R,293,R,66,R,33,R,0
231697,12,R,273,R,126,R,147,R,1,R,12,R,41,R,10,R,0,R,193,R,10,R,5,R,1,R,15,R,153,R,79,R,26,R,0
231712,5,R,1101,R,457,R,644,R,2,R,41,R,60,R,86,R,1,R,830,R,63,R,16,R,2,R,0,R,1069,R,31,R,1,R,0
231712,7,R,85,R,40,R,45,R,0,R,1,R,3,R,2,R,0,R,75,R,3,R,0,R,1,R,0,R,77,R,8,R,0,R,0
231721,2,R,1,R,1,R,0,Z,0,Z,0,R,1,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,1,Z,0,Z,0
231785,2,R,34,R,1,R,33,R,0,R,1,R,24,R,1,R,0,R,7,R,1,R,0,R,0,R,0,R,4,R,20,R,10,R,0
231785,3,R,368,R,49,R,319,R,2,R,17,R,197,R,22,R,1,R,113,R,13,R,3,R,0,R,0,R,98,R,190,R,80,R,0
231785,5,R,33,R,2,R,31,R,2,R,0,R,22,R,1,R,0,R,6,R,2,R,0,R,0,R,0,R,5,R,15,R,13,R,0
231873,2,R,96,R,21,R,75,R,1,R,1,R,4,R,2,R,0,R,85,R,3,R,0,R,0,R,1,R,79,R,12,R,4,R,0
231873,3,R,123,R,39,R,84,R,1,R,0,R,6,R,2,R,0,R,110,R,4,R,0,R,0,R,1,R,90,R,27,R,5,R,0
231873,12,R,48,R,28,R,20,R,0,R,1,R,0,R,2,R,0,R,42,R,1,R,2,R,0,R,11,R,25,R,10,R,2,R,0
231882,2,R,322,R,211,R,111,R,1,R,8,R,53,R,19,R,0,R,230,R,9,R,1,R,1,R,15,R,248,R,50,R,9,R,0
231882,3,R,193,R,73,R,120,R,0,R,5,R,46,R,10,R,0,R,126,R,4,R,2,R,0,R,1,R,122,R,51,R,19,R,0
231882,12,R,334,R,168,R,166,R,0,R,4,R,87,R,16,R,0,R,212,R,7,R,7,R,1,R,41,R,201,R,67,R,25,R,0
231970,7,R,303,R,85,R,218,R,2,R,53,R,53,R,4,R,0,R,160,R,10,R,21,R,0,R,0,R,61,R,223,R,19,R,0
231970,9,R,177,R,96,R,81,R,0,R,37,R,26,R,0,R,0,R,102,R,7,R,5,R,0,R,0,R,1,R,161,R,15,R,0
231970,10,R,8,R,3,R,5,R,0,R,1,R,3,R,0,R,0,R,2,R,1,R,1,R,0,R,0,R,3,R,4,R,1,R,0
232016,2,R,35,R,2,R,33,R,0,R,1,R,20,R,0,R,1,R,6,R,6,R,1,R,0,R,0,R,12,R,20,R,3,R,0
232016,3,R,28,R,10,R,18,R,0,R,1,R,15,R,5,R,0,R,4,R,2,R,1,R,0,R,0,R,7,R,11,R,10,R,0
232016,5,R,8,R,1,R,7,R,1,R,0,R,4,R,0,R,0,R,2,R,1,R,0,R,0,R,0,R,0,R,5,R,3,R,0
232025,5,R,197,R,85,R,112,R,0,R,1,R,8,R,9,R,0,R,160,R,8,R,11,R,0,R,0,R,184,R,12,R,1,R,0
232025,7,R,78,R,13,R,65,R,0,R,2,R,3,R,1,R,0,R,46,R,0,R,26,R,0,R,0,R,12,R,63,R,3,R,0
232025,9,R,32,R,14,R,18,R,0,R,1,R,0,R,0,R,0,R,1,R,0,R,29,R,1,R,0,R,0,R,32,R,0,R,0
232043,3,R,1,R,1,Z,0,Z,0,Z,0,Z,0,R,1,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,1,Z,0,Z,0,Z,0
232043,5,R,225,R,66,R,159,R,2,R,5,R,19,R,13,R,0,R,170,R,9,R,4,R,3,Z,0,R,121,R,67,R,37,Z,0
